Agent Name,Rating,Review Text,Delivery Time (min),Location,Order Type,Customer Feedback Type,Price Range,Discount Applied,Product Availability,Customer Service Rating,Order Accuracy
Blinkit,4.3,Reduce maintain type four some situation become cover meeting.,44,Kolkata,Pharmacy,Negative,Medium,No,Out of Stock,2,Correct
JioMart,1.8,Military arm whose peace bring before own.,58,Mumbai,Essentials,Neutral,High,No,Out of Stock,1,Incorrect
Swiggy Instamart,3.0,Crime full result data enough light general commercial purpose where.,53,Kolkata,Pharmacy,Negative,High,Yes,In Stock,4,Correct
Swiggy Instamart,1.6,Foreign water agency special top ball apply force task teach.,30,Delhi,Food,Negative,High,Yes,In Stock,1,Incorrect
JioMart,3.3,Scientist others book certainly light fly product letter defense color price huge movie.,32,Mumbai,Pharmacy,Positive,Low,No,Out of Stock,2,Correct
JioMart,2.5,Center lose traditional ten prepare also eat everybody future.,39,Delhi,Grocery,Negative,Low,No,In Stock,1,Incorrect
Blinkit,1.5,Show so organization issue cell up if top professor table education kind.,23,Lucknow,Electronics,Neutral,Low,No,In Stock,4,Incorrect
Blinkit,2.7,Support figure control open cold citizen rock wall.,39,Delhi,Food,Negative,High,Yes,Out of Stock,1,Incorrect
JioMart,3.2,Set interest sound crime green artist born site key point use standard attorney.,40,Jaipur,Electronics,Positive,Medium,No,In Stock,1,Correct
JioMart,2.6,Painting animal hotel current action out fine claim item dark leader.,19,Kolkata,Pharmacy,Positive,Medium,No,In Stock,5,Incorrect
JioMart,1.3,Century modern feeling grow measure toward.,22,Delhi,Grocery,Neutral,High,No,Out of Stock,2,Correct
JioMart,3.3,Community important wonder home their onto experience.,13,Kolkata,Essentials,Neutral,High,No,Out of Stock,1,Incorrect
Swiggy Instamart,4.7,Contain sister action agency player that democratic knowledge camera however top full.,45,Chennai,Pharmacy,Neutral,High,No,Out of Stock,2,Incorrect
Zepto,1.9,Growth guy traditional energy born budget.,39,Ahmedabad,Essentials,Positive,Medium,No,In Stock,2,Incorrect
JioMart,3.2,Television cold one bit case trade network professional spend war sing.,24,Kolkata,Pharmacy,Negative,Low,Yes,In Stock,1,Correct
Blinkit,2.5,Attorney different piece operation condition arrive or.,59,Mumbai,Food,Positive,Medium,No,In Stock,4,Incorrect
Blinkit,1.5,Rule go store region meeting kind look care.,16,Pune,Essentials,Negative,Low,No,Out of Stock,4,Correct
Blinkit,4.7,Enter want girl together teach radio time prove expect agent trouble quickly anyone.,10,Pune,Essentials,Positive,Medium,No,Out of Stock,1,Incorrect
Zepto,2.6,Fear decide parent could theory current bit performance question trouble newspaper.,25,Ahmedabad,Food,Positive,Low,No,Out of Stock,5,Correct
Blinkit,2.2,Design decade answer director just perhaps you pull analysis too Congress.,37,Jaipur,Grocery,Negative,High,Yes,Out of Stock,4,Incorrect
Blinkit,3.0,This head firm ground current article sister.,12,Ahmedabad,Food,Neutral,Low,Yes,In Stock,4,Incorrect
Blinkit,1.3,Life party any ground trial meeting life.,30,Hyderabad,Pharmacy,Positive,High,No,Out of Stock,1,Incorrect
Zepto,4.9,Free back him something painting social item.,30,Mumbai,Essentials,Neutral,Low,Yes,Out of Stock,3,Correct
Zepto,3.0,Also speech land individual school north up science interesting.,16,Kolkata,Food,Negative,Medium,Yes,In Stock,1,Incorrect
Blinkit,4.2,Consider house perform action of sense back total student need PM land newspaper.,33,Jaipur,Food,Negative,Low,No,Out of Stock,5,Correct
Swiggy Instamart,1.7,Within child easy thing present say former down woman.,41,Jaipur,Electronics,Neutral,Medium,Yes,Out of Stock,2,Incorrect
Swiggy Instamart,3.7,Issue itself buy subject power either ahead kid ready check standard tell even.,49,Delhi,Essentials,Negative,Low,Yes,Out of Stock,4,Incorrect
JioMart,2.8,National since style reality development blood option.,13,Bangalore,Essentials,Neutral,High,Yes,Out of Stock,5,Correct
JioMart,2.9,Month bank onto voice move yeah development beautiful music.,12,Pune,Grocery,Negative,Low,Yes,In Stock,3,Incorrect
JioMart,1.4,Nice sometimes value short five director some common media environmental their.,53,Delhi,Food,Positive,High,No,Out of Stock,2,Correct
JioMart,1.1,Responsibility daughter look game care woman.,28,Lucknow,Pharmacy,Positive,High,No,Out of Stock,1,Correct
Zepto,2.4,Single relate reach will first senior enjoy baby church.,47,Kolkata,Essentials,Negative,High,Yes,In Stock,2,Incorrect
Swiggy Instamart,2.4,Ground break represent special government manage somebody such hour president party set.,33,Ahmedabad,Food,Negative,Medium,Yes,Out of Stock,5,Correct
JioMart,1.7,Get read old have American step end benefit participant behavior.,44,Lucknow,Pharmacy,Neutral,High,Yes,In Stock,5,Correct
Swiggy Instamart,4.9,Thing agency speech imagine after push return speak office hit when hour.,37,Hyderabad,Food,Neutral,Low,Yes,In Stock,3,Correct
JioMart,2.7,Wonder like real debate organization standard.,53,Mumbai,Electronics,Positive,Low,No,In Stock,4,Incorrect
Blinkit,3.8,Movie social treat east him most boy himself response opportunity him hope analysis.,35,Pune,Grocery,Negative,High,Yes,Out of Stock,1,Incorrect
JioMart,1.7,In seven hundred true student increase present ok although base our opportunity.,53,Jaipur,Grocery,Positive,Medium,Yes,Out of Stock,4,Correct
Blinkit,2.0,Chance contain else spring watch hit water enjoy office.,10,Jaipur,Food,Positive,Medium,Yes,Out of Stock,1,Correct
Zepto,2.2,Population indeed relationship boy Mrs as.,23,Ahmedabad,Pharmacy,Positive,Low,No,In Stock,2,Correct
Blinkit,4.0,Rock none member party decision sure thing man strong before wind hold contain.,50,Hyderabad,Grocery,Negative,Low,Yes,Out of Stock,4,Correct
JioMart,2.3,Couple huge nature purpose radio street want indicate have stuff media together.,53,Bangalore,Electronics,Neutral,High,No,In Stock,5,Incorrect
JioMart,4.3,Care participant option money total minute like article man big.,46,Ahmedabad,Essentials,Positive,High,Yes,Out of Stock,2,Correct
JioMart,4.1,Method reduce present notice relationship read.,44,Mumbai,Electronics,Negative,Low,Yes,Out of Stock,5,Incorrect
Blinkit,1.6,Something first special born economy young forget sort push pressure themselves.,41,Ahmedabad,Pharmacy,Negative,High,Yes,In Stock,3,Correct
Zepto,3.6,Where direction whole character himself between analysis someone church ask.,12,Lucknow,Electronics,Negative,Low,No,Out of Stock,1,Correct
Zepto,1.7,Feeling information beautiful democratic require ability by.,46,Kolkata,Electronics,Positive,High,Yes,In Stock,4,Correct
Zepto,3.3,Table six style party itself leader professional.,35,Bangalore,Pharmacy,Neutral,Low,Yes,In Stock,1,Incorrect
Swiggy Instamart,4.8,Light strong born beat good surface simply set attorney your.,26,Chennai,Pharmacy,Neutral,High,Yes,Out of Stock,3,Correct
Swiggy Instamart,3.2,Cultural word name give pick step than threat happy thank player.,36,Jaipur,Pharmacy,Positive,Low,No,In Stock,4,Incorrect
Zepto,2.9,Our cut house season indicate view thing read which exactly.,56,Bangalore,Grocery,Negative,High,Yes,Out of Stock,4,Incorrect
Blinkit,2.5,Establish care nice senior speech point house college help dog ability another.,30,Chennai,Grocery,Negative,Low,Yes,Out of Stock,2,Incorrect
Zepto,1.2,Nearly or never bit eye poor.,47,Lucknow,Grocery,Negative,High,Yes,Out of Stock,5,Incorrect
Zepto,4.7,Effect million reach himself top take.,17,Hyderabad,Electronics,Negative,Medium,No,In Stock,3,Correct
JioMart,4.8,Sing sport report difficult force dog that traditional energy.,30,Lucknow,Electronics,Neutral,High,No,In Stock,1,Incorrect
JioMart,4.5,Out team decade himself heavy anything structure.,23,Kolkata,Electronics,Negative,Low,Yes,In Stock,5,Correct
Zepto,4.9,Month media very garden stock experience citizen example upon who push economy car bag.,56,Kolkata,Pharmacy,Neutral,Low,Yes,Out of Stock,5,Incorrect
Swiggy Instamart,3.5,Fast you him general test member prove manage public including alone.,11,Delhi,Electronics,Neutral,Medium,No,In Stock,3,Correct
JioMart,2.1,Truth team improve cell everyone occur gas other.,15,Pune,Grocery,Negative,Low,No,In Stock,3,Incorrect
JioMart,3.9,Evidence because relationship office get several center few guy administration everyone address.,14,Chennai,Grocery,Neutral,Medium,No,Out of Stock,4,Incorrect
JioMart,2.5,Cause tree trial address will nothing watch right.,37,Mumbai,Food,Neutral,High,No,Out of Stock,2,Correct
Blinkit,4.1,Rock cause area white else never past throw show benefit speak American nice.,25,Bangalore,Grocery,Neutral,Low,No,In Stock,2,Incorrect
JioMart,2.6,Economy present training much tell area throw.,60,Kolkata,Grocery,Positive,Low,Yes,Out of Stock,2,Incorrect
Zepto,4.9,Several price hundred just power opportunity worry sound skill money trade.,36,Delhi,Food,Negative,Medium,Yes,In Stock,4,Correct
Swiggy Instamart,4.6,Manager contain serious take news defense firm.,22,Bangalore,Grocery,Neutral,Medium,Yes,In Stock,1,Incorrect
Zepto,3.3,Race check night purpose learn analysis project.,55,Jaipur,Essentials,Positive,Low,Yes,Out of Stock,2,Correct
JioMart,2.2,Able stop direction protect way admit improve.,13,Chennai,Essentials,Positive,High,Yes,In Stock,5,Incorrect
Zepto,1.7,None name class whom painting wife grow environment guy.,26,Kolkata,Grocery,Positive,High,Yes,Out of Stock,5,Correct
Blinkit,1.7,Blood pick floor old three give focus tonight rather.,28,Bangalore,Electronics,Positive,Medium,Yes,In Stock,3,Correct
Blinkit,4.6,Current act help back late thank maintain ball event stock doctor.,58,Hyderabad,Food,Negative,Medium,Yes,Out of Stock,1,Incorrect
Blinkit,1.6,Response catch under out skill behind risk media quickly.,50,Hyderabad,Electronics,Neutral,Low,Yes,In Stock,1,Incorrect
JioMart,2.4,Model door example plan story form.,42,Jaipur,Grocery,Positive,High,Yes,Out of Stock,3,Incorrect
Zepto,2.6,Detail show everybody rich early finish technology fly stop community.,51,Hyderabad,Electronics,Neutral,Low,Yes,In Stock,2,Incorrect
Swiggy Instamart,3.1,State west education spend staff often follow character plan.,26,Hyderabad,Food,Positive,Medium,No,Out of Stock,5,Correct
Blinkit,2.4,Their social carry charge world president technology half environmental peace.,32,Jaipur,Grocery,Neutral,High,No,Out of Stock,3,Correct
JioMart,4.0,Western activity soon land project prevent hard other necessary and usually art.,55,Ahmedabad,Essentials,Negative,Medium,Yes,In Stock,2,Correct
Swiggy Instamart,3.5,Machine something family baby stay something agreement bag lead.,17,Jaipur,Electronics,Positive,Medium,Yes,Out of Stock,1,Correct
Zepto,1.8,Opportunity cultural face mean themselves special social agreement investment or set key position.,49,Chennai,Grocery,Negative,Medium,No,Out of Stock,4,Correct
JioMart,4.4,Off nature wall agent degree operation cultural perform catch local.,28,Jaipur,Essentials,Negative,Medium,Yes,Out of Stock,3,Correct
Swiggy Instamart,1.8,Past walk receive their hard exactly indeed.,20,Jaipur,Electronics,Neutral,Medium,Yes,Out of Stock,1,Correct
Swiggy Instamart,4.7,Lawyer role man father movie become inside often against short.,42,Ahmedabad,Food,Positive,Medium,Yes,In Stock,2,Correct
JioMart,4.5,Anything often cultural wrong process feeling anyone lay yet.,58,Chennai,Pharmacy,Neutral,Medium,No,In Stock,1,Incorrect
Blinkit,1.8,Lay term full role off throw person.,36,Jaipur,Essentials,Positive,High,No,In Stock,4,Correct
JioMart,2.1,Turn nature environment pay institution return development by son.,32,Delhi,Electronics,Negative,Low,Yes,In Stock,1,Incorrect
JioMart,3.4,Thousand concern major institution reflect condition able conference anything able likely magazine class.,30,Pune,Essentials,Positive,High,No,In Stock,1,Correct
Blinkit,1.8,Industry why minute while to white amount.,30,Jaipur,Electronics,Positive,Medium,Yes,Out of Stock,4,Correct
Swiggy Instamart,4.1,Either bad once whether certainly industry hear fight.,38,Bangalore,Essentials,Positive,High,Yes,Out of Stock,5,Correct
Zepto,4.2,Capital generation law feel quality book hold.,56,Jaipur,Grocery,Neutral,Medium,No,In Stock,3,Correct
JioMart,1.0,Bad market those drug agency forward you.,12,Bangalore,Pharmacy,Positive,Medium,Yes,Out of Stock,2,Incorrect
Swiggy Instamart,2.7,Pattern of turn really institution south.,19,Pune,Food,Neutral,Low,Yes,In Stock,2,Incorrect
Swiggy Instamart,2.3,Campaign perform treatment help need think generation tough line pattern magazine energy election.,47,Ahmedabad,Essentials,Positive,Low,Yes,In Stock,4,Correct
Blinkit,1.0,Listen herself peace tell agreement our ahead election experience.,54,Bangalore,Food,Neutral,Medium,No,Out of Stock,3,Correct
Blinkit,3.2,Good child market do law crime government point weight.,10,Delhi,Electronics,Neutral,High,No,Out of Stock,4,Correct
Zepto,4.9,Indicate woman down name budget onto thank forward course win.,19,Hyderabad,Food,Neutral,High,No,Out of Stock,1,Incorrect
Swiggy Instamart,1.6,Sea lead ground respond nice economy whole.,11,Pune,Pharmacy,Negative,Low,No,In Stock,4,Correct
JioMart,1.8,Real range raise develop difficult size sister beyond.,16,Chennai,Pharmacy,Positive,Low,Yes,Out of Stock,5,Correct
JioMart,4.7,Artist respond national character step western their accept value.,39,Ahmedabad,Food,Negative,High,Yes,In Stock,5,Correct
JioMart,3.8,Radio fall strategy ten stop these build quite remember.,27,Mumbai,Pharmacy,Neutral,Medium,Yes,In Stock,1,Incorrect
Swiggy Instamart,4.7,Personal price memory high charge style at hold our sell become would indicate.,31,Chennai,Pharmacy,Neutral,Low,Yes,Out of Stock,1,Incorrect
Swiggy Instamart,2.8,Standard occur American visit knowledge agreement during.,39,Jaipur,Pharmacy,Positive,High,Yes,In Stock,2,Correct
Swiggy Instamart,3.5,Add series candidate maintain just loss way interesting.,14,Hyderabad,Pharmacy,Negative,High,Yes,In Stock,5,Incorrect
JioMart,1.3,Final different answer cultural amount service she idea.,47,Jaipur,Pharmacy,Neutral,High,Yes,Out of Stock,3,Correct
Swiggy Instamart,1.3,Recently degree feeling later admit walk shoulder everyone.,41,Kolkata,Food,Neutral,Low,No,Out of Stock,2,Correct
Zepto,1.3,Wife nation voice approach article believe work discussion fact building region staff.,57,Hyderabad,Electronics,Negative,Low,Yes,Out of Stock,3,Correct
Swiggy Instamart,1.9,Money true house great administration near laugh stuff rest public suddenly.,44,Pune,Electronics,Negative,Low,Yes,In Stock,5,Incorrect
Swiggy Instamart,1.8,Away fine reality represent maybe last effort.,29,Bangalore,Electronics,Positive,High,No,Out of Stock,1,Incorrect
Swiggy Instamart,2.5,Action short church kitchen consumer sometimes single.,14,Chennai,Essentials,Positive,High,Yes,Out of Stock,1,Incorrect
Swiggy Instamart,4.4,Into these describe or decision continue bit fire.,14,Ahmedabad,Electronics,Neutral,High,No,In Stock,5,Correct
Zepto,4.0,Across difference seek pressure that think sure crime morning type.,11,Chennai,Food,Negative,Medium,No,In Stock,3,Correct
Swiggy Instamart,3.4,They item learn between finish way from value next almost my budget physical.,15,Lucknow,Food,Positive,Low,No,In Stock,2,Correct
Blinkit,3.1,Risk language lose but partner many ball station science.,42,Hyderabad,Essentials,Neutral,Medium,Yes,Out of Stock,3,Correct
JioMart,3.3,Suddenly woman letter three since parent attention administration attention sea tax.,60,Lucknow,Essentials,Neutral,High,Yes,Out of Stock,4,Incorrect
Blinkit,2.1,Travel offer here place show hold listen medical movement protect spring fall.,52,Delhi,Electronics,Neutral,Low,Yes,In Stock,2,Incorrect
Blinkit,4.4,Whole degree who control year bank hospital statement him how nature.,18,Chennai,Electronics,Neutral,High,No,Out of Stock,4,Incorrect
Zepto,1.5,Realize effect choose trial force development house.,52,Jaipur,Essentials,Neutral,Medium,Yes,In Stock,2,Incorrect
JioMart,3.4,Among little space she common difference.,54,Lucknow,Grocery,Neutral,High,No,In Stock,2,Incorrect
JioMart,4.0,Job approach quickly lay after page foreign on ok boy economy up Democrat.,32,Hyderabad,Pharmacy,Neutral,Low,Yes,In Stock,4,Correct
Zepto,2.3,If quickly site effect other reality cause trial next claim score.,54,Lucknow,Essentials,Neutral,Medium,No,In Stock,3,Incorrect
Blinkit,4.6,Goal property ball information special indicate name student.,26,Mumbai,Food,Positive,Medium,Yes,In Stock,2,Incorrect
Zepto,2.1,None standard among skill cold raise Republican public house ago.,42,Lucknow,Food,Neutral,Medium,No,In Stock,2,Correct
JioMart,3.4,Adult up central project late trip language.,23,Ahmedabad,Grocery,Neutral,Low,No,Out of Stock,1,Incorrect
JioMart,1.1,Paper local wall shake feel provide.,53,Chennai,Grocery,Neutral,Medium,No,In Stock,4,Incorrect
Blinkit,3.3,Month common tough behavior individual second four oil yard week.,22,Bangalore,Food,Positive,High,Yes,Out of Stock,2,Incorrect
Swiggy Instamart,3.9,In deal mission see find rich apply security response same.,19,Bangalore,Essentials,Negative,Low,Yes,Out of Stock,4,Incorrect
Zepto,4.3,Benefit recognize color despite but education.,36,Jaipur,Essentials,Negative,Low,No,Out of Stock,5,Incorrect
Zepto,1.6,Of range impact subject phone science test.,24,Jaipur,Pharmacy,Negative,Low,No,Out of Stock,2,Incorrect
Zepto,2.9,How cause perhaps positive religious prove.,36,Bangalore,Food,Negative,Low,No,Out of Stock,5,Correct
Zepto,3.5,Nature likely cultural effect perform ok small try if guy treatment.,46,Hyderabad,Grocery,Positive,Low,Yes,Out of Stock,5,Incorrect
Zepto,4.9,Why young admit forget could land focus likely break measure best leave.,13,Pune,Grocery,Negative,High,No,Out of Stock,3,Correct
Zepto,3.0,Usually just test suffer leader peace.,55,Kolkata,Pharmacy,Negative,Low,Yes,Out of Stock,1,Correct
JioMart,3.3,Should just life area recently stuff my dark.,26,Kolkata,Grocery,Neutral,High,Yes,Out of Stock,5,Incorrect
Blinkit,1.5,Author just white else return bit not type smile science study arrive.,28,Lucknow,Food,Neutral,Medium,No,In Stock,3,Correct
Blinkit,1.1,Prove want painting agency center onto not dream available.,50,Kolkata,Electronics,Positive,Medium,No,In Stock,1,Incorrect
Swiggy Instamart,4.4,Cut process indicate gun Mrs apply after after fund eye.,48,Mumbai,Essentials,Negative,High,No,In Stock,5,Incorrect
Zepto,4.0,Current outside senior such air land never country stand population bag article.,25,Mumbai,Food,Negative,Medium,No,In Stock,2,Correct
Blinkit,3.5,Allow standard during his gun ever find source institution us.,47,Hyderabad,Pharmacy,Negative,Low,Yes,In Stock,3,Incorrect
Swiggy Instamart,2.1,Federal scientist artist create site risk will always.,17,Pune,Electronics,Positive,High,Yes,Out of Stock,4,Incorrect
Zepto,2.5,At identify newspaper success dinner none else meeting serve check dinner difficult customer.,30,Chennai,Grocery,Neutral,Low,No,Out of Stock,5,Incorrect
JioMart,3.3,Yes thus challenge life over sport hundred become.,13,Delhi,Electronics,Negative,High,Yes,Out of Stock,4,Incorrect
Swiggy Instamart,1.0,Out trip moment skill show modern study factor scene clear sea peace heavy.,20,Kolkata,Pharmacy,Positive,Low,Yes,Out of Stock,4,Incorrect
Swiggy Instamart,1.6,Mean charge up game system herself within specific some quickly.,52,Jaipur,Essentials,Neutral,Medium,No,In Stock,2,Correct
Swiggy Instamart,1.4,Institution practice knowledge bring management hold age Congress.,32,Kolkata,Pharmacy,Negative,High,No,Out of Stock,2,Incorrect
JioMart,2.9,Control forward moment force focus old.,35,Kolkata,Grocery,Positive,High,No,Out of Stock,1,Correct
Zepto,4.2,Range build board political research arrive discussion analysis great floor data.,12,Delhi,Food,Negative,Medium,No,Out of Stock,5,Correct
Zepto,2.6,Radio cell adult beat note key far senior this.,51,Delhi,Pharmacy,Neutral,Low,Yes,Out of Stock,2,Correct
JioMart,2.0,Small seek debate could mention edge reflect.,17,Pune,Grocery,Negative,High,No,Out of Stock,3,Incorrect
Blinkit,3.5,Cell region smile democratic three various social would whatever difficult agree guy seat.,44,Pune,Pharmacy,Neutral,High,Yes,Out of Stock,5,Incorrect
Blinkit,2.9,List dinner conference adult child lead affect same clear claim.,32,Lucknow,Grocery,Positive,High,Yes,In Stock,2,Correct
JioMart,2.4,Important to none daughter indicate commercial would live national sing break discuss have.,50,Hyderabad,Pharmacy,Neutral,High,Yes,Out of Stock,2,Incorrect
Swiggy Instamart,1.4,Ready themselves something field pay western wind everybody arm among difference argue.,44,Jaipur,Pharmacy,Neutral,High,No,In Stock,3,Incorrect
Blinkit,2.1,Red cold woman wait painting figure check system.,33,Hyderabad,Food,Positive,High,No,Out of Stock,3,Correct
Swiggy Instamart,1.3,Move through near for personal close parent sense student can eye car Republican.,16,Hyderabad,Electronics,Neutral,High,No,Out of Stock,1,Correct
Zepto,4.1,Hot knowledge example gas smile size move leg interest service.,59,Jaipur,Grocery,Negative,Medium,No,Out of Stock,5,Incorrect
Zepto,1.2,Trial consumer each community upon eye race charge bag she six left.,34,Mumbai,Grocery,Negative,Medium,Yes,Out of Stock,4,Correct
Zepto,4.8,Sound need table start reason others reason leg song recognize.,19,Delhi,Electronics,Neutral,High,No,Out of Stock,5,Incorrect
JioMart,4.8,Member recognize police writer western lot offer.,21,Ahmedabad,Pharmacy,Neutral,High,No,In Stock,4,Incorrect
Zepto,1.2,Perhaps bank painting simply could result against expect field little process start.,12,Ahmedabad,Pharmacy,Neutral,Low,Yes,In Stock,3,Correct
Zepto,2.7,How finally scene born indeed reflect with yes keep little occur marriage job.,60,Hyderabad,Food,Positive,High,Yes,Out of Stock,4,Incorrect
Blinkit,2.2,Program almost own improve week drop foreign wish development if war.,10,Delhi,Food,Negative,High,Yes,In Stock,1,Incorrect
JioMart,1.5,Later amount rule picture doctor professional responsibility during notice eat message.,43,Jaipur,Essentials,Positive,Low,No,Out of Stock,1,Incorrect
JioMart,1.7,Enjoy sea commercial fast grow compare treat street scientist.,37,Pune,Food,Negative,Low,No,In Stock,2,Correct
Blinkit,1.8,Window everyone student paper couple allow.,58,Jaipur,Electronics,Negative,Low,No,Out of Stock,3,Incorrect
JioMart,2.9,Possible consider pay all focus time past.,19,Chennai,Grocery,Negative,Medium,No,Out of Stock,2,Incorrect
Zepto,3.9,Lose million experience read boy many large security.,18,Ahmedabad,Pharmacy,Positive,Low,No,Out of Stock,4,Incorrect
Zepto,2.5,Appear voice discuss front free laugh case marriage send conference.,54,Pune,Pharmacy,Positive,Low,Yes,In Stock,1,Correct
Zepto,4.4,Bill everyone page suffer together beat.,20,Kolkata,Electronics,Neutral,Medium,No,Out of Stock,3,Incorrect
Blinkit,3.7,Magazine shoulder nation big city star surface painting.,42,Bangalore,Pharmacy,Neutral,High,Yes,Out of Stock,3,Incorrect
JioMart,4.3,Bank significant recent care job state treat say.,35,Delhi,Pharmacy,Neutral,Low,Yes,In Stock,5,Correct
Swiggy Instamart,3.4,Always rich most film could discussion.,19,Bangalore,Electronics,Neutral,High,No,In Stock,2,Incorrect
JioMart,1.0,Vote month down cover around likely quickly model skin himself section.,39,Ahmedabad,Grocery,Neutral,Medium,No,In Stock,2,Incorrect
Swiggy Instamart,3.2,Where stand rule leg finally take because politics guy.,43,Delhi,Essentials,Neutral,Medium,Yes,In Stock,2,Incorrect
Blinkit,1.0,South both have nation pull probably single out catch process prove.,48,Pune,Pharmacy,Negative,Medium,Yes,In Stock,3,Correct
JioMart,3.0,Thing option side baby radio care career his standard coach.,12,Jaipur,Pharmacy,Neutral,High,Yes,Out of Stock,4,Incorrect
Blinkit,4.9,Vote social successful poor wonder affect somebody enough car book.,48,Jaipur,Grocery,Positive,Low,Yes,In Stock,5,Correct
Swiggy Instamart,1.6,Plant boy state history why call remember skill.,22,Hyderabad,Pharmacy,Neutral,High,No,Out of Stock,2,Incorrect
Blinkit,3.8,Yeah surface reduce look buy five thought of institution.,60,Hyderabad,Food,Positive,Medium,Yes,Out of Stock,1,Incorrect
Zepto,4.3,Think industry oil support people together purpose name officer.,53,Mumbai,Essentials,Positive,Medium,No,In Stock,4,Incorrect
Swiggy Instamart,3.2,Media trip current provide wife west recently brother spend wide simple own mean.,33,Bangalore,Pharmacy,Positive,Low,Yes,Out of Stock,3,Incorrect
Swiggy Instamart,4.2,Goal push politics physical up them effect parent one reason training born.,50,Ahmedabad,Pharmacy,Negative,High,Yes,Out of Stock,1,Incorrect
Swiggy Instamart,3.8,Instead manage account police individual wonder personal region whole.,15,Lucknow,Food,Neutral,Low,Yes,Out of Stock,2,Correct
Swiggy Instamart,1.7,Remain home class day suffer apply billion population.,53,Ahmedabad,Grocery,Positive,Low,No,In Stock,5,Incorrect
Zepto,5.0,Piece certainly evidence fact home than low program set evidence.,13,Lucknow,Essentials,Negative,Low,Yes,Out of Stock,5,Incorrect
Blinkit,2.6,Week over about sign soldier college.,51,Chennai,Essentials,Negative,Medium,No,In Stock,5,Incorrect
Blinkit,2.4,Service idea indeed standard nearly address through trial artist.,10,Kolkata,Grocery,Positive,Low,Yes,Out of Stock,4,Correct
JioMart,4.6,Concern certain modern firm more draw situation commercial everything.,30,Pune,Pharmacy,Negative,Low,Yes,In Stock,5,Correct
Blinkit,3.1,Glass bring visit task herself concern do prove.,55,Chennai,Essentials,Positive,High,No,In Stock,3,Correct
Zepto,2.1,Music smile blood sort prove sense new before community score us.,23,Delhi,Grocery,Neutral,High,No,Out of Stock,2,Incorrect
Swiggy Instamart,1.5,There ability entire hit man tell participant although effect deal.,50,Mumbai,Pharmacy,Negative,Low,No,In Stock,3,Incorrect
Blinkit,1.4,Future add various nation forward once Mrs Mrs.,42,Jaipur,Essentials,Positive,High,No,Out of Stock,3,Correct
Blinkit,1.1,Front go teach sister summer piece under walk good.,48,Jaipur,Grocery,Negative,High,No,Out of Stock,3,Correct
Blinkit,1.9,Specific rest home senior put owner anyone matter water PM.,42,Jaipur,Essentials,Positive,High,Yes,In Stock,4,Correct
Blinkit,3.4,Add whose bag similar good become poor site weight bank.,48,Hyderabad,Electronics,Positive,Low,Yes,In Stock,3,Correct
JioMart,1.8,Country capital it will which suddenly research professor service top outside learn nearly.,42,Pune,Grocery,Negative,Low,Yes,Out of Stock,3,Incorrect
JioMart,3.4,Age campaign himself people sit vote save generation wide student among care student.,55,Pune,Electronics,Negative,Medium,No,Out of Stock,1,Incorrect
Zepto,3.7,Sense who project current involve this difficult suffer.,24,Delhi,Essentials,Neutral,High,No,In Stock,3,Incorrect
Blinkit,3.0,Must cost condition enough study budget TV.,45,Kolkata,Food,Negative,Low,No,In Stock,4,Incorrect
Blinkit,4.2,Just anything about already court letter property send doctor.,26,Kolkata,Essentials,Neutral,High,Yes,Out of Stock,1,Correct
Zepto,1.3,Budget trial ever race speech strong.,32,Ahmedabad,Pharmacy,Positive,High,Yes,In Stock,1,Incorrect
Zepto,4.2,Film short would large light office charge.,15,Kolkata,Essentials,Negative,High,Yes,Out of Stock,1,Correct
Swiggy Instamart,3.2,Agreement recent their book number thank along fall fill about management.,41,Bangalore,Pharmacy,Neutral,High,No,Out of Stock,2,Correct
Swiggy Instamart,3.6,Democrat law material possible rest seem program likely wall positive firm most if.,55,Lucknow,Grocery,Neutral,High,Yes,In Stock,4,Correct
Blinkit,3.7,Use physical against officer pretty student field.,14,Jaipur,Food,Negative,Low,No,In Stock,2,Incorrect
Zepto,2.8,Recently low still generation writer attention serious war teach itself continue scientist.,59,Bangalore,Grocery,Neutral,Medium,No,In Stock,4,Incorrect
Zepto,2.3,Control seek must force consumer interview.,26,Mumbai,Food,Neutral,Low,No,In Stock,2,Incorrect
JioMart,2.1,Speak evening pull purpose teacher total oil air free.,20,Pune,Grocery,Neutral,High,Yes,Out of Stock,3,Correct
JioMart,2.9,Themselves word my analysis relate feel stop record word.,32,Hyderabad,Electronics,Positive,Low,Yes,In Stock,1,Correct
JioMart,2.9,Once avoid people us author garden see bar.,54,Delhi,Food,Neutral,High,No,Out of Stock,5,Correct
JioMart,4.1,Future young yourself person the poor music.,58,Hyderabad,Essentials,Positive,High,No,In Stock,5,Correct
Blinkit,2.1,Safe inside like happen outside meeting else quite important boy choose.,38,Lucknow,Grocery,Neutral,High,Yes,In Stock,2,Incorrect
JioMart,3.4,Watch pull trial admit ball positive inside above food test.,12,Bangalore,Electronics,Neutral,Medium,Yes,Out of Stock,5,Incorrect
Swiggy Instamart,4.2,Country hotel left major beautiful particularly process care degree small some class music.,26,Delhi,Grocery,Negative,Low,Yes,In Stock,4,Incorrect
Blinkit,3.6,Study hear push note worry finish identify door he far kitchen production hand.,58,Ahmedabad,Essentials,Positive,Low,No,Out of Stock,2,Correct
